player,market,bookmaker,side,line,price,home_team,away_team,game_id,commence_time
Myles Turner,player_assists,Underdog,Over,1.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Myles Turner,player_assists,Underdog,Under,1.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Pascal Siakam,player_points,Underdog,Over,18.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Pascal Siakam,player_points,Underdog,Under,18.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Dennis Schroder,player_points,Underdog,Over,17.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Dennis Schroder,player_points,Underdog,Under,17.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Buddy Hield,player_points,Underdog,Over,17.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Buddy Hield,player_points,Underdog,Under,17.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
T.J. McConnell,player_points,Underdog,Over,9.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
T.J. McConnell,player_points,Underdog,Under,9.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Trayce Jackson-Davis,player_points,Underdog,Over,13.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Trayce Jackson-Davis,player_points,Underdog,Under,13.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Kyle Anderson,player_points,Underdog,Over,9.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Kyle Anderson,player_points,Underdog,Under,9.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Thomas Bryant,player_points,Underdog,Over,4.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Thomas Bryant,player_points,Underdog,Under,4.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Obi Toppin,player_points,Underdog,Over,9.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Obi Toppin,player_points,Underdog,Under,9.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Lindy Waters III,player_points,Underdog,Over,10.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Lindy Waters III,player_points,Underdog,Under,10.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Ben Sheppard,player_points,Underdog,Over,5.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Ben Sheppard,player_points,Underdog,Under,5.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Jarace Walker,player_points,Underdog,Over,5.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Jarace Walker,player_points,Underdog,Under,5.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
T.J. McConnell,player_rebounds,Underdog,Over,2.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
T.J. McConnell,player_rebounds,Underdog,Under,2.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Ben Sheppard,player_rebounds,Underdog,Over,2.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Ben Sheppard,player_rebounds,Underdog,Under,2.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Jarace Walker,player_rebounds,Underdog,Over,2.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Jarace Walker,player_rebounds,Underdog,Under,2.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Andrew Nembhard,player_assists,PrizePicks,Over,5.0,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Andrew Nembhard,player_assists,PrizePicks,Under,5.0,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Dennis Schroder,player_assists,PrizePicks,Over,6.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Dennis Schroder,player_assists,PrizePicks,Under,6.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Myles Turner,player_assists,PrizePicks,Over,1.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Myles Turner,player_assists,PrizePicks,Under,1.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Buddy Hield,player_points,PrizePicks,Over,18.0,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Buddy Hield,player_points,PrizePicks,Under,18.0,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Andrew Nembhard,player_points,PrizePicks,Over,10.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Andrew Nembhard,player_points,PrizePicks,Under,10.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Dennis Schroder,player_points,PrizePicks,Over,18.0,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Dennis Schroder,player_points,PrizePicks,Under,18.0,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Bennedict Mathurin,player_points,PrizePicks,Over,15.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Bennedict Mathurin,player_points,PrizePicks,Under,15.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Myles Turner,player_points,PrizePicks,Over,14.0,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Myles Turner,player_points,PrizePicks,Under,14.0,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Trayce Jackson-Davis,player_points,PrizePicks,Over,13.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Trayce Jackson-Davis,player_points,PrizePicks,Under,13.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Pascal Siakam,player_points,PrizePicks,Over,18.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Pascal Siakam,player_points,PrizePicks,Under,18.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Moses Moody,player_points,PrizePicks,Over,11.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Moses Moody,player_points,PrizePicks,Under,11.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Obi Toppin,player_points,PrizePicks,Over,9.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Obi Toppin,player_points,PrizePicks,Under,9.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Tyrese Haliburton,player_points,PrizePicks,Over,18.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
Tyrese Haliburton,player_points,PrizePicks,Under,18.5,-137,Indiana Pacers,Golden State Warriors,0e32fe32a9bde703c8e600fd95677293,2025-01-11T00:10:00Z
