player,prop,line,proj,side,diff
Dorian Finney-Smith,Points,6.5,9.6,over,3.1
Devin Vassell,Points,16.5,19.5,over,3
Shaedon Sharpe,Points,16.5,19.3,over,2.8
Kristaps Porzingis,Points,19.5,22,over,2.5
Stephen Curry,Points,28.5,25.2,under,-2.3
LaMelo Ball,Points,26.5,24.4,under,-2.1
De'Aaron Fox,Points,22.5,24.5,over,2
Jarrett Allen,Points,11.5,13.5,over,2
Scoot Henderson,Points,14.5,12.5,under,-2
Gary Harris,Points,2.5,4.4,over,1.9
Payton Pritchard,Points,14.5,16.4,over,1.9
Bilal Coulibaly,Points,15.5,12.7,under,-1.8
Nikola Jovic,Points,12.5,10.7,under,-1.8
Caris LeVert,Points,8.5,7.8,under,-1.7
Zion Williamson,Points,22.5,21.8,under,-1.7
Jose Alvarado,Points,10.5,8.8,under,-1.7
Bobby Portis Jr.,Points,16.5,18.2,over,1.7
Malik Monk,Points,19.5,17.8,under,-1.7
Goga Bitadze,Points,7.5,9.1,over,1.6
Derrick White,Points,15.5,17.1,over,1.6
Alex Caruso,Points,6.5,8.1,over,1.6
Yves Missi,Points,7.5,9.1,over,1.6
Julian Champagnie,Points,5.5,7,over,1.5
D'Angelo Russell,Points,14.5,13,under,-1.5
Andrew Wiggins,Points,17.5,16,under,-1.5
Isaiah Hartenstein,Points,10.5,12,over,1.5
Kyle Kuzma,Points,17.5,19,over,1.5
Brandin Podziemski,Points,12.5,11,under,-1.5
John Collins,Points,16.5,15,under,-1.5
Keldon Johnson,Points,8.5,9.9,over,1.4
Jordan Poole,Points,23.5,21.1,under,-1.4
Jeremy Sochan,Points,9.5,10.9,over,1.4
Bub Carrington,Points,11.5,10.1,under,-1.4
Wendell Carter Jr.,Points,8.5,9.8,over,1.3
Anthony Black,Points,8.5,9.8,over,1.3
Jalen Wilson,Points,8.5,6.2,under,-1.3
Luguentz Dort,Points,9.5,10.8,over,1.3
Aaron Wiggins,Points,12.5,11.2,under,-1.3
Christian Braun,Points,16.5,15.2,under,-1.3
Paolo Banchero,Points,23.5,24.7,over,1.2
Cameron Johnson,Points,18.5,16.3,under,-1.2
