player,prop,line,proj,side,diff
Norman Powell,Points,18.5,22.4,over,3.9
LeBron James,Points,23.5,27.3,over,3.8
Deni Avdija,Points,24.5,22.4,under,-3.1
Chet Holmgren,Points,14.5,17.6,over,3.1
Coby White,Points,23.5,20.7,under,-2.8
Immanuel Quickley,Points,18.5,15.8,under,-2.7
Derrick White,Points,14.5,17.2,over,2.7
Jalen Pickett,Points,3.5,6.2,over,2.7
Dennis Schroder,Points,15.5,13,under,-2.5
Shaedon Sharpe,Points,25.5,22,under,-2.5
Darius Garland,Points,19.5,22,over,2.5
Collin Sexton,Points,17.5,19.9,over,2.4
A.J. Lawson,Points,9.5,7.2,under,-2.3
Brice Sensabaugh,Points,13.5,15.7,over,2.2
Russell Westbrook III,Points,13.5,15.7,over,2.2
Kawhi Leonard,Points,23.5,25.7,over,2.2
Bogdan Bogdanovic,Points,9.5,11.7,over,2.2
Jaylen Brown,Points,18.5,20.6,over,2.1
Anfernee Simons,Points,21.5,21.4,under,-2.1
Jarrett Allen,Points,14.5,16.6,over,2.1
Max Strus,Points,8.5,10.6,over,2.1
Buddy Hield,Points,7.5,9.6,over,2.1
Antonio Reeves,Points,10.5,12.6,over,2.1
Jaden Hardy,Points,10.5,8.4,under,-2.1
Nikola Vucevic,Points,16.5,18.4,over,1.9
Toumani Camara,Points,13.5,11.6,under,-1.9
Tim Hardaway Jr.,Points,11.5,13.3,over,1.8
Matisse Thybulle,Points,9.5,5.7,under,-1.8
Sam Merrill,Points,7.5,9.3,over,1.8
Karlo Matkovic,Points,9.5,7.7,under,-1.8
Myles Turner,Points,15.5,17.2,over,1.7
Royce O'Neale,Points,9.5,7.8,under,-1.7
Seth Curry,Points,11.5,9.9,under,-1.6
Devin Booker,Points,26.5,24.9,under,-1.6
Julian Champagnie,Points,9.5,11.1,over,1.6
Daniel Gafford,Points,10.5,12.1,over,1.6
Naji Marshall,Points,15.5,13.9,under,-1.6
Simone Fontecchio,Points,7.5,5,under,-1.5
Jrue Holiday,Points,10.5,12,over,1.5
Donovan Clingan,Points,9.5,11,over,1.5
Jordan Goodwin,Points,5.5,4,under,-1.5
James Harden,Points,22.5,24,over,1.5
P.J. Washington Jr.,Points,16.5,14,under,-1.5
Miles Bridges,Points,19.5,19.1,under,-1.4
Obi Toppin,Points,9.5,10.9,over,1.4
Sandro Mamukelashvili,Points,9.5,10.9,over,1.4
Blake Wesley,Points,5.5,6.9,over,1.4
Bruce Brown Jr.,Points,11.5,10.1,under,-1.4
T.J. McConnell,Points,7.5,8.8,over,1.3
Tyus Jones,Points,7.5,8.7,over,1.2
Dalen Terry,Points,6.5,5.3,under,-1.2
Evan Mobley,Points,18.5,19.7,over,1.2
KJ Simpson,Points,11.5,10.4,under,-1.1
Luke Kornet,Points,3.5,4.6,over,1.1
Nick Richards,Points,9.5,10.6,over,1.1
Jalen Williams,Points,19.5,20.6,over,1.1
Jakob Poeltl,Points,13.5,14.5,over,1
Kevin Huerter,Points,13.5,12.5,under,-1
Jonathan Kuminga,Points,14.5,15.5,over,1
Christian Braun,Points,13.5,14.5,over,1
DeMar DeRozan,Points,22.5,23.4,over,0.9
Malik Monk,Points,16.5,17.4,over,0.9
Keon Ellis,Points,8.5,9.4,over,0.9
Nick Smith Jr.,Points,12.5,11.6,under,-0.9
Andrew Nembhard,Points,10.5,11.4,over,0.9
Cade Cunningham,Points,26.5,25.6,under,-0.9
Luguentz Dort,Points,8.5,9.4,over,0.9
Keldon Johnson,Points,15.5,13.6,under,-0.9
Bismack Biyombo,Points,6.5,5.7,under,-0.8
Draymond Green,Points,9.5,10.3,over,0.8
Gabe Vincent,Points,7.5,6.7,under,-0.8
Pascal Siakam,Points,20.5,21.2,over,0.7
Jayson Tatum,Points,26.5,27.2,over,0.7
Payton Pritchard,Points,11.5,12.2,over,0.7
Devin Vassell,Points,16.5,17.2,over,0.7
Stephon Castle,Points,19.5,17.8,under,-0.7
Stephen Curry,Points,25.5,26.2,over,0.7
Kris Dunn,Points,7.5,6.8,under,-0.7
Ja'Kobe Walter,Points,12.5,11.9,under,-0.6
Kristaps Porzingis,Points,19.5,20.1,over,0.6
Oso Ighodaro,Points,4.5,5.1,over,0.6
Patrick Williams,Points,8.5,7.9,under,-0.6
Amen Thompson,Points,14.5,13.9,under,-0.6
Aaron Gordon,Points,15.5,16.1,over,0.6
