player,prop,line,proj,side,diff
Ryan Rollins,Points,13.5,17.1,over,3.6
De'Aaron Fox,Points,18.5,21.7,over,3.2
Shaedon Sharpe,Points,24.5,21.3,under,-3.2
Alperen Sengun,Points,20.5,23.2,over,2.7
Kevin Porter Jr.,Points,16.5,19.2,over,2.7
Nickeil Alexander-Walker,Points,20.5,16.9,under,-2.6
AJ Green,Points,9.5,11.9,over,2.4
Onyeka Okongwu,Points,16.5,18.8,over,2.3
Kyle Anderson,Points,5.5,7.7,over,2.2
Dru Smith,Points,5.5,7.6,over,2.1
Klay Thompson,Points,16.5,14.4,under,-2.1
Cam Spencer,Points,13.5,15.5,over,2
Kevin Durant,Points,24.5,26.5,over,2
Luka Garza,Points,7.5,9.5,over,2
Kyle Kuzma,Points,9.5,11.5,over,2
Moussa Diabate,Points,7.5,9.4,over,1.9
Jalen Williams,Points,17.5,19.3,over,1.8
Jaylin Williams,Points,5.5,3.7,under,-1.8
Amen Thompson,Points,17.5,19.3,over,1.8
Gabe Vincent,Points,5.5,3.7,under,-1.8
LaMelo Ball,Points,20.5,22.3,over,1.8
Ajay Mitchell,Points,11.5,13.2,over,1.7
Svi Mykhailiuk,Points,7.5,9.2,over,1.7
OG Anunoby,Points,18.5,15.8,under,-1.7
Miles Bridges,Points,17.5,19.2,over,1.7
Grant Williams,Points,5.5,4.8,under,-1.7
Jordan Clarkson,Points,9.5,11,over,1.5
Noah Penda,Points,5.5,6.9,over,1.4
Devin Booker,Points,25.5,26.9,over,1.4
Sam Hauser,Points,9.5,10.8,over,1.3
Giannis Antetokounmpo,Points,28.5,29.8,over,1.3
Brice Sensabaugh,Points,16.5,14.2,under,-1.3
Sidy Cissoko,Points,6.5,7.8,over,1.3
Paolo Banchero,Points,23.5,24.7,over,1.2
Jaylen Brown,Points,29.5,28.3,under,-1.2
Anfernee Simons,Points,13.5,14.7,over,1.2
Gui Santos,Points,4.5,5.7,over,1.2
Cade Cunningham,Points,26.5,25.4,under,-1.1
Luguentz Dort,Points,6.5,7.6,over,1.1
Harrison Barnes,Points,9.5,10.6,over,1.1
Myles Turner,Points,10.5,11.6,over,1.1
Ace Bailey,Points,12.5,11.4,under,-1.1
Karl-Anthony Towns,Points,23.5,21.4,under,-1.1
Jalen Johnson,Points,22.5,21.4,under,-1.1
Cedric Coward,Points,13.5,14.5,over,1
Ronald Holland II,Points,7.5,6.5,under,-1
Ryan Dunn,Points,6.5,5.5,under,-1
Norman Powell,Points,21.5,19.5,under,-1
Kevin Love,Points,7.5,6.5,under,-1
Isaiah Collier,Points,8.5,7.5,under,-1
Stephen Curry,Points,28.5,26.5,under,-1
Vit Krejci,Points,8.5,9.5,over,1
Dyson Daniels,Points,11.5,12.5,over,1
Moritz Wagner,Points,6.5,7.4,over,0.9
Desmond Bane,Points,19.5,20.4,over,0.9
Caris LeVert,Points,5.5,6.4,over,0.9
Chet Holmgren,Points,15.5,16.4,over,0.9
Tyler Herro,Points,21.5,20.6,under,-0.9
Jaime Jaquez Jr.,Points,13.5,11.6,under,-0.9
Keldon Johnson,Points,12.5,13.4,over,0.9
Will Richard,Points,4.5,5.4,over,0.9
Anthony Black,Points,15.5,14.7,under,-0.8
Tobias Harris,Points,11.5,9.7,under,-0.8
Royce O'Neale,Points,9.5,10.3,over,0.8
Neemias Queta,Points,10.5,11.3,over,0.8
Al Horford,Points,6.5,5.7,under,-0.8
Caleb Love,Points,15.5,16.3,over,0.8
Marcus Smart,Points,8.5,9.3,over,0.8
Collin Sexton,Points,10.5,11.3,over,0.8
Brandon Miller,Points,19.5,18.7,under,-0.8
Cason Wallace,Points,5.5,6.2,over,0.7
Julian Champagnie,Points,12.5,13.2,over,0.7
Stephon Castle,Points,17.5,18.2,over,0.7
Walter Clayton Jr.,Points,8.5,9.2,over,0.7
De'Anthony Melton,Points,11.5,9.8,under,-0.7
Jerami Grant,Points,12.5,11.8,under,-0.7
Tristan da Silva,Points,7.5,8.1,over,0.6
Duncan Robinson,Points,9.5,10.1,over,0.6
Oso Ighodaro,Points,5.5,4.9,under,-0.6
Bobby Portis Jr.,Points,11.5,12.1,over,0.6
Gary Trent Jr.,Points,5.5,6.1,over,0.6
Josh Hart,Points,12.5,11.9,under,-0.6
Ryan Kalkbrenner,Points,5.5,6.1,over,0.6
Wendell Carter Jr.,Points,10.5,11,over,0.5
Josh Okogie,Points,5.5,5,under,-0.5
Aaron Wiggins,Points,8.5,9,over,0.5
Bam Adebayo,Points,15.5,16,over,0.5
Deandre Ayton,Points,14.5,15,over,0.5
Sion James,Points,5.5,5,under,-0.5
Shai Gilgeous-Alexander,Points,30.5,30.9,over,0.4
Jabari Smith Jr.,Points,14.5,14.9,over,0.4
Derrick White,Points,19.5,19.9,over,0.4
Luke Kornet,Points,6.5,6.9,over,0.4
Draymond Green,Points,8.5,8.9,over,0.4
Gary Payton II,Points,5.5,5.9,over,0.4
Jaxson Hayes,Points,5.5,5.9,over,0.4
Josh Green,Points,3.5,3.9,over,0.4
Isaiah Stewart,Points,8.5,8.8,over,0.3
Ausar Thompson,Points,10.5,10.2,under,-0.3
Andrew Wiggins,Points,14.5,14.8,over,0.3
Ryan Nembhard,Assists,5.5,4.1,under,-1.4
Ryan Rollins,Assists,4.5,5.8,over,1.3
Oso Ighodaro,Assists,2.5,1.4,under,-1.1
Giannis Antetokounmpo,Assists,5.5,6.6,over,1.1
Keldon Johnson,Assists,0.5,1.6,over,1.1
Dylan Harper,Assists,2.5,3.6,over,1.1
Cody Williams,Assists,1.5,0.5,under,-1
Tyler Kolek,Assists,3.5,2.5,under,-1
Nickeil Alexander-Walker,Assists,2.5,3.5,over,1
Dyson Daniels,Assists,6.5,5.5,under,-1
Cam Spencer,Assists,7.5,6.6,under,-0.9
Amen Thompson,Assists,4.5,5.4,over,0.9
AJ Green,Assists,1.5,2.4,over,0.9
Jalen Johnson,Assists,8.5,6.6,under,-0.9
Tristan da Silva,Assists,0.5,1.3,over,0.8
Isaiah Stewart,Assists,0.5,1.3,over,0.8
Alperen Sengun,Assists,5.5,6.3,over,0.8
Reed Sheppard,Assists,2.5,3.3,over,0.8
Anfernee Simons,Assists,2.5,3.3,over,0.8
De'Anthony Melton,Assists,1.5,2.3,over,0.8
CJ McCollum,Assists,2.5,3.3,over,0.8
Deandre Ayton,Assists,0.5,1.3,over,0.8
Dillon Brooks,Assists,2.5,1.8,under,-0.7
Ajay Mitchell,Assists,2.5,3.2,over,0.7
Bam Adebayo,Assists,2.5,3.2,over,0.7
Luka Garza,Assists,0.5,1.2,over,0.7
Victor Wembanyama,Assists,2.5,3.2,over,0.7
Kyle Filipowski,Assists,1.5,2.2,over,0.7
Mouhamed Gueye,Assists,0.5,1.2,over,0.7
Caris LeVert,Assists,2.5,1.9,under,-0.6
Jalen Duren,Assists,1.5,2.1,over,0.6
Luguentz Dort,Assists,0.5,1.1,over,0.6
Jaylen Brown,Assists,5.5,4.9,under,-0.6
Gary Trent Jr.,Assists,1.5,0.9,under,-0.6
Svi Mykhailiuk,Assists,1.5,2.1,over,0.6
Mikal Bridges,Assists,4.5,3.9,under,-0.6
Shaedon Sharpe,Assists,3.5,2.9,under,-0.6
Donovan Clingan,Assists,1.5,2.1,over,0.6
Collin Sexton,Assists,3.5,2.9,under,-0.6
Wendell Carter Jr.,Assists,1.5,2,over,0.5
Desmond Bane,Assists,4.5,5,over,0.5
Franz Wagner,Assists,2.5,3,over,0.5
Ronald Holland II,Assists,0.5,1,over,0.5
Payton Pritchard,Assists,5.5,5,under,-0.5
Kyle Kuzma,Assists,1.5,2,over,0.5
D'Angelo Russell,Assists,2.5,3,over,0.5
Brice Sensabaugh,Assists,1.5,2,over,0.5
Stephen Curry,Assists,4.5,5,over,0.5
Robert Williams III,Assists,0.5,1,over,0.5
Sidy Cissoko,Assists,1.5,2,over,0.5
Gabe Vincent,Assists,1.5,1,under,-0.5
Grant Williams,Assists,1.5,1,under,-0.5
Paolo Banchero,Assists,5,5.4,over,0.4
Anthony Black,Assists,4.5,4.1,under,-0.4
Cedric Coward,Assists,2.5,2.9,over,0.4
Derrick White,Assists,5.5,5.9,over,0.4
Kevin Porter Jr.,Assists,7.5,7.1,under,-0.4
Stephon Castle,Assists,7.5,6.1,under,-0.4
Klay Thompson,Assists,1.5,1.9,over,0.4
Karl-Anthony Towns,Assists,2.5,2.9,over,0.4
OG Anunoby,Assists,2.5,2.1,under,-0.4
Josh Hart,Assists,5.5,5.1,under,-0.4
Corey Kispert,Assists,1.5,1.1,under,-0.4
Marcus Smart,Assists,3.5,3.1,under,-0.4
Jaxson Hayes,Assists,0.5,0.9,over,0.4
Moritz Wagner,Assists,1.5,1.8,over,0.3
Duncan Robinson,Assists,1.5,1.8,over,0.3
Ausar Thompson,Assists,2.5,2.2,under,-0.3
Alex Caruso,Assists,1.5,1.8,over,0.3
Shai Gilgeous-Alexander,Assists,5.5,5.8,over,0.3
Josh Okogie,Assists,0.5,0.8,over,0.3
Dru Smith,Assists,3.5,3.2,under,-0.3
Pelle Larsson,Assists,3.5,3.2,under,-0.3
De'Aaron Fox,Assists,5.5,5.8,over,0.3
Julian Champagnie,Assists,1.5,1.8,over,0.3
Kyle Anderson,Assists,2.5,2.8,over,0.3
Gary Payton II,Assists,1.5,1.8,over,0.3
Will Richard,Assists,0.5,0.8,over,0.3
Luke Kennard,Assists,1.5,1.8,over,0.3
Rayan Rupert,Assists,1.5,1.2,under,-0.3
Jarred Vanderbilt,Assists,1.5,1.2,under,-0.3
Rui Hachimura,Assists,0.5,0.8,over,0.3
LaMelo Ball,Assists,7.5,7.8,over,0.3
Josh Green,Assists,0.5,0.8,over,0.3
Brandon Miller,Assists,3.5,3.2,under,-0.3
Kon Knueppel,Assists,3.5,3.2,under,-0.3
Noah Penda,Assists,1.5,1.7,over,0.2
Royce O'Neale,Assists,2.5,2.7,over,0.2
Javonte Green,Assists,0.5,0.7,over,0.2
Kevin Durant,Assists,4.5,4.3,under,-0.2
Aaron Wiggins,Assists,1.5,1.3,under,-0.2
Chet Holmgren,Assists,1.5,1.7,over,0.2
Jabari Smith Jr.,Assists,1.5,1.7,over,0.2
Jalen Williams,Assists,4.5,4.7,over,0.2
Cason Wallace,Assists,1.5,1.7,over,0.2
Harrison Barnes,Assists,1.5,1.7,over,0.2
Myles Turner,Assists,1.5,1.3,under,-0.2
Luke Kornet,Assists,1.5,1.7,over,0.2
Brandon Williams,Assists,5.5,4.3,under,-0.2
Taylor Hendricks,Assists,0.5,0.7,over,0.2
Kevin Porter Jr.,Rebounds,4.5,6.3,over,1.8
Desmond Bane,Rebounds,4.5,5.4,over,0.9
Mark Williams,Rebounds,8.5,9.4,over,0.9
Kevin Durant,Rebounds,5.5,6.4,over,0.9
Neemias Queta,Rebounds,8.5,9.4,over,0.9
Julian Champagnie,Rebounds,6.5,7.4,over,0.9
Tristan da Silva,Rebounds,2.5,3.3,over,0.8
Derrick White,Rebounds,4.5,5.3,over,0.8
Tyler Herro,Rebounds,5.5,4.7,under,-0.8
Jaime Jaquez Jr.,Rebounds,3.5,4.3,over,0.8
Pelle Larsson,Rebounds,3.5,2.7,under,-0.8
Royce O'Neale,Rebounds,4.5,5.2,over,0.7
Bam Adebayo,Rebounds,10.5,8.8,under,-0.7
Kyle Kuzma,Rebounds,3.5,4.2,over,0.7
Jordan Clarkson,Rebounds,1.5,2.2,over,0.7
Caleb Love,Rebounds,3.5,4.2,over,0.7
Rayan Rupert,Rebounds,2.5,3.2,over,0.7
Marcus Smart,Rebounds,3.5,2.8,under,-0.7
Deandre Ayton,Rebounds,9.5,8.8,under,-0.7
Devin Booker,Rebounds,3.5,4.1,over,0.6
Oso Ighodaro,Rebounds,4.5,3.9,under,-0.6
Luguentz Dort,Rebounds,3.5,2.9,under,-0.6
AJ Green,Rebounds,2.5,3.1,over,0.6
Victor Wembanyama,Rebounds,10.5,9.9,under,-0.6
Klay Thompson,Rebounds,3.5,2.9,under,-0.6
Ace Bailey,Rebounds,3.5,4.1,over,0.6
Stephen Curry,Rebounds,3.5,4.1,over,0.6
Draymond Green,Rebounds,5.5,6.1,over,0.6
CJ McCollum,Rebounds,2.5,3.1,over,0.6
Vit Krejci,Rebounds,1.5,2.1,over,0.6
Mouhamed Gueye,Rebounds,4.5,5.1,over,0.6
Toumani Camara,Rebounds,5.5,6.1,over,0.6
Donovan Clingan,Rebounds,11.5,12.1,over,0.6
LeBron James,Rebounds,5.5,6.1,over,0.6
Tobias Harris,Rebounds,4.5,4,under,-0.5
Jordan Goodwin,Rebounds,4.5,4,under,-0.5
Jaylen Brown,Rebounds,6.5,7,over,0.5
Harrison Barnes,Rebounds,2.5,3,over,0.5
Myles Turner,Rebounds,4.5,5,over,0.5
Dylan Harper,Rebounds,2.5,3,over,0.5
Brandon Williams,Rebounds,3.5,3,under,-0.5
Brice Sensabaugh,Rebounds,4.5,4,under,-0.5
Al Horford,Rebounds,4.5,4,under,-0.5
Robert Williams III,Rebounds,5.5,6,over,0.5
Miles Bridges,Rebounds,5.5,6,over,0.5
