,BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS
0,DraftKings,player_points,Shai Gilgeous-Alexander,Over,34.5,-110
1,DraftKings,player_points,Shai Gilgeous-Alexander,Under,34.5,-120
2,DraftKings,player_points,Jalen Williams,Over,22.5,-110
3,DraftKings,player_points,Jalen Williams,Under,22.5,-120
4,DraftKings,player_points,Pascal Siakam,Over,19.5,-105
5,DraftKings,player_points,Pascal Siakam,Under,19.5,-125
6,DraftKings,player_points,Tyrese Haliburton,Over,16.5,-125
7,DraftKings,player_points,Tyrese Haliburton,Under,16.5,-105
8,DraftKings,player_points,Chet Holmgren,Over,15.5,-105
9,DraftKings,player_points,Chet Holmgren,Under,15.5,-125
10,DraftKings,player_points,Myles Turner,Over,13.5,-125
11,DraftKings,player_points,Myles Turner,Under,13.5,-105
12,DraftKings,player_points,Aaron Nesmith,Over,11.5,100
13,DraftKings,player_points,Aaron Nesmith,Under,11.5,-130
14,DraftKings,player_points,Andrew Nembhard,Over,10.5,-120
15,DraftKings,player_points,Andrew Nembhard,Under,10.5,-110
16,DraftKings,player_points,Obi Toppin,Over,10.5,-110
17,DraftKings,player_points,Obi Toppin,Under,10.5,-120
18,DraftKings,player_points,Alex Caruso,Over,10.5,-105
19,DraftKings,player_points,Alex Caruso,Under,10.5,-125
20,DraftKings,player_points,Bennedict Mathurin,Over,8.5,-125
21,DraftKings,player_points,Bennedict Mathurin,Under,8.5,-105
22,DraftKings,player_points,Luguentz Dort,Over,8.5,100
23,DraftKings,player_points,Luguentz Dort,Under,8.5,-130
24,DraftKings,player_points,T.J. McConnell,Over,6.5,-125
25,DraftKings,player_points,T.J. McConnell,Under,6.5,-105
26,DraftKings,player_points,Isaiah Hartenstein,Over,6.5,114
27,DraftKings,player_points,Isaiah Hartenstein,Under,6.5,-145
28,DraftKings,player_points,Aaron Wiggins,Over,5.5,-105
29,DraftKings,player_points,Aaron Wiggins,Under,5.5,-125
30,DraftKings,player_points,Cason Wallace,Over,5.5,-105
31,DraftKings,player_points,Cason Wallace,Under,5.5,-125
32,DraftKings,player_points,Ben Sheppard,Over,2.5,-110
33,DraftKings,player_points,Ben Sheppard,Under,2.5,-120
34,FanDuel,player_points,Andrew Nembhard,Over,10.5,-106
35,FanDuel,player_points,Andrew Nembhard,Under,10.5,-125
36,FanDuel,player_points,Shai Gilgeous-Alexander,Over,34.5,-108
37,FanDuel,player_points,Shai Gilgeous-Alexander,Under,34.5,-122
38,FanDuel,player_points,Jalen Williams,Over,22.5,-106
39,FanDuel,player_points,Jalen Williams,Under,22.5,-125
40,FanDuel,player_points,Alex Caruso,Over,10.5,-102
41,FanDuel,player_points,Alex Caruso,Under,10.5,-130
42,FanDuel,player_points,Myles Turner,Over,14.5,-102
43,FanDuel,player_points,Myles Turner,Under,14.5,-130
44,FanDuel,player_points,Cason Wallace,Over,5.5,102
45,FanDuel,player_points,Cason Wallace,Under,5.5,-136
46,FanDuel,player_points,Aaron Nesmith,Over,10.5,-125
47,FanDuel,player_points,Aaron Nesmith,Under,10.5,-106
48,FanDuel,player_points,Aaron Wiggins,Over,5.5,-102
49,FanDuel,player_points,Aaron Wiggins,Under,5.5,-130
50,FanDuel,player_points,Tyrese Haliburton,Over,16.5,-130
51,FanDuel,player_points,Tyrese Haliburton,Under,16.5,-102
52,FanDuel,player_points,Pascal Siakam,Over,19.5,100
53,FanDuel,player_points,Pascal Siakam,Under,19.5,-132
54,FanDuel,player_points,Bennedict Mathurin,Over,8.5,-128
55,FanDuel,player_points,Bennedict Mathurin,Under,8.5,-104
56,FanDuel,player_points,Chet Holmgren,Over,15.5,-106
57,FanDuel,player_points,Chet Holmgren,Under,15.5,-125
58,FanDuel,player_points,Luguentz Dort,Over,8.5,-106
59,FanDuel,player_points,Luguentz Dort,Under,8.5,-125
60,FanDuel,player_points,Obi Toppin,Over,10.5,100
61,FanDuel,player_points,Obi Toppin,Under,10.5,-132
62,FanDuel,player_points,Isaiah Hartenstein,Over,5.5,-138
63,FanDuel,player_points,Isaiah Hartenstein,Under,5.5,104
64,FanDuel,player_points,T.J. McConnell,Over,6.5,-125
65,FanDuel,player_points,T.J. McConnell,Under,6.5,-106
66,BetMGM,player_points,Pascal Siakam,Over,19.5,-110
67,BetMGM,player_points,Pascal Siakam,Under,19.5,-125
68,BetMGM,player_points,Myles Turner,Over,13.5,-130
69,BetMGM,player_points,Myles Turner,Under,13.5,100
70,BetMGM,player_points,Aaron Nesmith,Over,10.5,-130
71,BetMGM,player_points,Aaron Nesmith,Under,10.5,-105
72,BetMGM,player_points,Andrew Nembhard,Over,10.5,-105
73,BetMGM,player_points,Andrew Nembhard,Under,10.5,-125
74,BetMGM,player_points,Obi Toppin,Over,10.5,-105
75,BetMGM,player_points,Obi Toppin,Under,10.5,-130
76,BetMGM,player_points,T.J. McConnell,Over,7.5,-110
77,BetMGM,player_points,T.J. McConnell,Under,7.5,-120
78,BetMGM,player_points,Bennedict Mathurin,Over,9.5,-105
79,BetMGM,player_points,Bennedict Mathurin,Under,9.5,-130
80,BetMGM,player_points,Ben Sheppard,Over,2.5,-120
81,BetMGM,player_points,Ben Sheppard,Under,2.5,-110
82,BetMGM,player_points,Jalen Williams,Over,22.5,-120
83,BetMGM,player_points,Jalen Williams,Under,22.5,-110
84,BetMGM,player_points,Shai Gilgeous-Alexander,Over,34.5,-105
85,BetMGM,player_points,Shai Gilgeous-Alexander,Under,34.5,-125
