,BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS
0,Underdog,player_points,Tyrese Haliburton,Over,13.5,-137
1,Underdog,player_points,Tyrese Haliburton,Under,13.5,-137
2,Underdog,player_points,Shai Gilgeous-Alexander,Over,33.5,-137
3,Underdog,player_points,Shai Gilgeous-Alexander,Under,33.5,-137
4,Underdog,player_points,Pascal Siakam,Over,21.5,-137
5,Underdog,player_points,Pascal Siakam,Under,21.5,-137
6,Underdog,player_points,Chet Holmgren,Over,15.5,-137
7,Underdog,player_points,Chet Holmgren,Under,15.5,-137
8,Underdog,player_points,Jalen Williams,Over,23.5,-137
9,Underdog,player_points,Jalen Williams,Under,23.5,-137
10,Underdog,player_points,Myles Turner,Over,13.5,-137
11,Underdog,player_points,Myles Turner,Under,13.5,-137
12,Underdog,player_points,Andrew Nembhard,Over,10.5,-137
13,Underdog,player_points,Andrew Nembhard,Under,10.5,-137
14,Underdog,player_points,Alex Caruso,Over,9.5,-137
15,Underdog,player_points,Alex Caruso,Under,9.5,-137
16,Underdog,player_points,Aaron Nesmith,Over,11.5,-137
17,Underdog,player_points,Aaron Nesmith,Under,11.5,-137
18,Underdog,player_points,Bennedict Mathurin,Over,10.5,-137
19,Underdog,player_points,Bennedict Mathurin,Under,10.5,-137
20,Underdog,player_points,Isaiah Hartenstein,Over,5.5,-137
21,Underdog,player_points,Isaiah Hartenstein,Under,5.5,-137
22,Underdog,player_points,Obi Toppin,Over,10.5,-137
23,Underdog,player_points,Obi Toppin,Under,10.5,-137
24,PrizePicks,player_points,Myles Turner,Over,13.5,-137
25,PrizePicks,player_points,Myles Turner,Under,13.5,-137
26,PrizePicks,player_points,T.J. McConnell,Over,10.5,-137
27,PrizePicks,player_points,T.J. McConnell,Under,10.5,-137
28,PrizePicks,player_points,Luguentz Dort,Over,8.0,-137
29,PrizePicks,player_points,Luguentz Dort,Under,8.0,-137
30,PrizePicks,player_points,Aaron Wiggins,Over,6.0,-137
31,PrizePicks,player_points,Aaron Wiggins,Under,6.0,-137
32,PrizePicks,player_points,Jalen Williams,Over,23.5,-137
33,PrizePicks,player_points,Jalen Williams,Under,23.5,-137
34,PrizePicks,player_points,Andrew Nembhard,Over,10.5,-137
35,PrizePicks,player_points,Andrew Nembhard,Under,10.5,-137
36,PrizePicks,player_points,Aaron Nesmith,Over,11.0,-137
37,PrizePicks,player_points,Aaron Nesmith,Under,11.0,-137
38,PrizePicks,player_points,Bennedict Mathurin,Over,10.5,-137
39,PrizePicks,player_points,Bennedict Mathurin,Under,10.5,-137
40,PrizePicks,player_points,Chet Holmgren,Over,15.5,-137
41,PrizePicks,player_points,Chet Holmgren,Under,15.5,-137
42,PrizePicks,player_points,Obi Toppin,Over,10.5,-137
43,PrizePicks,player_points,Obi Toppin,Under,10.5,-137
44,PrizePicks,player_points,Cason Wallace,Over,5.5,-137
45,PrizePicks,player_points,Cason Wallace,Under,5.5,-137
46,PrizePicks,player_points,Pascal Siakam,Over,21.0,-137
47,PrizePicks,player_points,Pascal Siakam,Under,21.0,-137
48,PrizePicks,player_points,Tyrese Haliburton,Over,13.5,-137
49,PrizePicks,player_points,Tyrese Haliburton,Under,13.5,-137
