,BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS
0,DraftKings,player_points,Shai Gilgeous-Alexander,Over,34.5,-110
1,DraftKings,player_points,Shai Gilgeous-Alexander,Under,34.5,-120
2,DraftKings,player_points,Jalen Williams,Over,21.5,-105
3,DraftKings,player_points,Jalen Williams,Under,21.5,-125
4,DraftKings,player_points,Pascal Siakam,Over,19.5,-110
5,DraftKings,player_points,Pascal Siakam,Under,19.5,-120
6,DraftKings,player_points,Tyrese Haliburton,Over,17.5,-120
7,DraftKings,player_points,Tyrese Haliburton,Under,17.5,-110
8,DraftKings,player_points,Chet Holmgren,Over,15.5,-105
9,DraftKings,player_points,Chet Holmgren,Under,15.5,-125
10,DraftKings,player_points,Myles Turner,Over,13.5,-130
11,DraftKings,player_points,Myles Turner,Under,13.5,100
12,DraftKings,player_points,Aaron Nesmith,Over,12.5,-105
13,DraftKings,player_points,Aaron Nesmith,Under,12.5,-125
14,DraftKings,player_points,Andrew Nembhard,Over,11.5,-125
15,DraftKings,player_points,Andrew Nembhard,Under,11.5,-105
16,DraftKings,player_points,Obi Toppin,Over,9.5,-115
17,DraftKings,player_points,Obi Toppin,Under,9.5,-115
18,DraftKings,player_points,Alex Caruso,Over,8.5,-125
19,DraftKings,player_points,Alex Caruso,Under,8.5,-105
20,DraftKings,player_points,Bennedict Mathurin,Over,8.5,-110
21,DraftKings,player_points,Bennedict Mathurin,Under,8.5,-120
22,DraftKings,player_points,Luguentz Dort,Over,8.5,100
23,DraftKings,player_points,Luguentz Dort,Under,8.5,-130
24,DraftKings,player_points,Isaiah Hartenstein,Over,7.5,-105
25,DraftKings,player_points,Isaiah Hartenstein,Under,7.5,-125
26,DraftKings,player_points,T.J. McConnell,Over,6.5,-130
27,DraftKings,player_points,T.J. McConnell,Under,6.5,100
28,DraftKings,player_points,Aaron Wiggins,Over,6.5,-110
29,DraftKings,player_points,Aaron Wiggins,Under,6.5,-120
30,DraftKings,player_points,Cason Wallace,Over,6.5,-105
31,DraftKings,player_points,Cason Wallace,Under,6.5,-125
32,DraftKings,player_points,Isaiah Joe,Over,3.5,110
33,DraftKings,player_points,Isaiah Joe,Under,3.5,-140
34,DraftKings,player_points,Ben Sheppard,Over,2.5,-120
35,DraftKings,player_points,Ben Sheppard,Under,2.5,-110
36,DraftKings,player_points,Thomas Bryant,Over,2.5,-110
37,DraftKings,player_points,Thomas Bryant,Under,2.5,-120
38,Bovada,player_points,Aaron Nesmith,Over,9.5,-260
39,Bovada,player_points,Aaron Nesmith,Under,9.5,190
40,Bovada,player_points,Aaron Nesmith,Over,10.5,-185
41,Bovada,player_points,Aaron Nesmith,Under,10.5,140
42,Bovada,player_points,Aaron Nesmith,Over,11.5,-135
43,Bovada,player_points,Aaron Nesmith,Under,11.5,105
44,Bovada,player_points,Aaron Nesmith,Over,12.5,-105
45,Bovada,player_points,Aaron Nesmith,Under,12.5,-125
46,Bovada,player_points,Aaron Nesmith,Over,13.5,125
47,Bovada,player_points,Aaron Nesmith,Under,13.5,-165
48,Bovada,player_points,Aaron Nesmith,Over,14.5,160
49,Bovada,player_points,Aaron Nesmith,Under,14.5,-215
50,Bovada,player_points,Aaron Nesmith,Over,15.5,210
51,Bovada,player_points,Aaron Nesmith,Under,15.5,-290
52,Bovada,player_points,Alex Caruso,Over,7.5,-215
53,Bovada,player_points,Alex Caruso,Under,7.5,160
54,Bovada,player_points,Alex Caruso,Over,8.5,-150
55,Bovada,player_points,Alex Caruso,Under,8.5,115
56,Bovada,player_points,Alex Caruso,Over,9.5,-110
57,Bovada,player_points,Alex Caruso,Under,9.5,-120
58,Bovada,player_points,Alex Caruso,Over,10.5,125
59,Bovada,player_points,Alex Caruso,Under,10.5,-165
60,Bovada,player_points,Alex Caruso,Over,11.5,165
61,Bovada,player_points,Alex Caruso,Under,11.5,-220
62,Bovada,player_points,Andrew Nembhard,Over,9.5,-245
63,Bovada,player_points,Andrew Nembhard,Under,9.5,180
64,Bovada,player_points,Andrew Nembhard,Over,10.5,-180
65,Bovada,player_points,Andrew Nembhard,Under,10.5,135
66,Bovada,player_points,Andrew Nembhard,Over,11.5,-125
67,Bovada,player_points,Andrew Nembhard,Under,11.5,-105
68,Bovada,player_points,Andrew Nembhard,Over,12.5,105
69,Bovada,player_points,Andrew Nembhard,Under,12.5,-135
70,Bovada,player_points,Andrew Nembhard,Over,13.5,135
71,Bovada,player_points,Andrew Nembhard,Under,13.5,-180
72,Bovada,player_points,Andrew Nembhard,Over,14.5,170
73,Bovada,player_points,Andrew Nembhard,Under,14.5,-230
74,Bovada,player_points,Bennedict Mathurin,Over,6.5,-275
75,Bovada,player_points,Bennedict Mathurin,Under,6.5,200
76,Bovada,player_points,Bennedict Mathurin,Over,7.5,-185
77,Bovada,player_points,Bennedict Mathurin,Under,7.5,140
78,Bovada,player_points,Bennedict Mathurin,Over,8.5,-130
79,Bovada,player_points,Bennedict Mathurin,Under,8.5,100
80,Bovada,player_points,Bennedict Mathurin,Over,9.5,110
81,Bovada,player_points,Bennedict Mathurin,Under,9.5,-145
82,Bovada,player_points,Bennedict Mathurin,Over,10.5,145
83,Bovada,player_points,Bennedict Mathurin,Under,10.5,-190
84,Bovada,player_points,Bennedict Mathurin,Over,11.5,190
85,Bovada,player_points,Bennedict Mathurin,Under,11.5,-260
86,Bovada,player_points,Chet Holmgren,Over,12.5,-220
