NAME,CATEGORY,SIDE,BOOKMAKER,LINE,ODDS,fair_line,fair_odds,GAME_DATE
Pascal Siakam,points,over,draftkings,26.5,-110,25.5,120,2025-01-14
Pascal Siakam,points,over,espnbet,25.5,-140,25.5,120,2025-01-14
Pascal Siakam,points,over,fanduel,25.5,118,25.5,120,2025-01-14
Myles Turner,rebounds,under,fanduel,5.5,-166,217.5,100,2025-01-14
T.J. McConnell,rebounds,under,fanduel,1.5,-108,1.5,126,2025-01-14
Andrew Nembhard,rebounds,over,fanduel,3.5,205,3.5,125,2025-01-14
Max Strus,assists,over,fanduel,4.5,162,3.0,100,2025-01-14
Darius Garland,points,under,espnbet,24.5,-130,16.5,100,2025-01-14
Donovan Mitchell,rebounds,under,fanduel,8.5,-240,5.5,100,2025-01-14
Georges Niang,points,under,fanduel,4.5,-162,6.5,107,2025-01-14
T.J. McConnell,assists,over,fanduel,7.5,-136,1.0,100,2025-01-14
Obi Toppin,rebounds,under,fanduel,3.5,-320,4.0,100,2025-01-14
Dean Wade,points,under,fanduel,0.5,-186,4.5,-106,2025-01-14
T.J. McConnell,assists,under,fanduel,7.5,102,1.0,100,2025-01-14
Evan Mobley,assists,over,fanduel,1.5,-122,1.5,-128,2025-01-14
Max Strus,points,under,fanduel,13.5,-138,11.0,100,2025-01-14
Sam Merrill,points,over,fanduel,4.5,-132,4.0,100,2025-01-14
Georges Niang,points,over,fanduel,4.5,122,6.5,-107,2025-01-14
Jarrett Allen,points,under,fanduel,12.5,-188,10.5,100,2025-01-14
Evan Mobley,points,over,draftkings,24.5,-105,20.5,100,2025-01-14
Evan Mobley,points,over,fanduel,23.5,148,20.5,100,2025-01-14
Donovan Mitchell,assists,under,fanduel,3.5,-198,3.5,-163,2025-01-14
Ben Sheppard,rebounds,under,fanduel,1.5,-138,0.5,100,2025-01-14
Myles Turner,points,over,fanduel,17.5,-114,14.5,100,2025-01-14
Jarrett Allen,points,over,fanduel,12.5,140,10.5,100,2025-01-14
Evan Mobley,assists,under,fanduel,1.5,-108,1.5,128,2025-01-14
Andrew Nembhard,points,over,fanduel,11.5,-114,11.5,100,2025-01-14
Andrew Nembhard,assists,under,fanduel,7.5,102,6.5,113,2025-01-14
Caris LeVert,assists,over,fanduel,7.5,-110,7.5,104,2025-01-14
Ben Sheppard,rebounds,over,fanduel,1.5,104,0.5,100,2025-01-14
Dean Wade,rebounds,over,fanduel,2.5,-186,3.0,100,2025-01-14
Evan Mobley,rebounds,under,fanduel,13.5,-192,10.5,118,2025-01-14
Pascal Siakam,points,under,draftkings,26.5,-120,25.5,-120,2025-01-14
Pascal Siakam,points,under,espnbet,25.5,100,25.5,-120,2025-01-14
Pascal Siakam,points,under,fanduel,25.5,-158,25.5,-120,2025-01-14
Max Strus,points,over,fanduel,13.5,104,11.0,100,2025-01-14
Darius Garland,rebounds,under,fanduel,1.5,110,1.5,132,2025-01-14
Andrew Nembhard,points,under,fanduel,11.5,-114,11.5,100,2025-01-14
Max Strus,assists,under,fanduel,4.5,-220,3.0,100,2025-01-14
Myles Turner,rebounds,over,fanduel,5.5,124,217.5,100,2025-01-14
Bennedict Mathurin,rebounds,over,fanduel,4.5,205,5.0,100,2025-01-14
Jarrett Allen,rebounds,under,fanduel,7.5,-102,9.5,100,2025-01-14
Evan Mobley,rebounds,over,fanduel,13.5,142,10.5,-118,2025-01-14
Max Strus,rebounds,over,fanduel,5.5,110,3.5,100,2025-01-14
T.J. McConnell,points,over,fanduel,10.5,-106,10.5,108,2025-01-14
Pascal Siakam,assists,over,fanduel,4.5,220,3.0,100,2025-01-14
Caris LeVert,assists,under,fanduel,7.5,-120,7.5,-104,2025-01-14
Pascal Siakam,rebounds,over,espnbet,7.5,140,7.0,100,2025-01-14
Pascal Siakam,rebounds,over,fanduel,7.5,-136,7.0,100,2025-01-14
Myles Turner,points,under,fanduel,17.5,-114,14.5,100,2025-01-14
Georges Niang,rebounds,under,fanduel,1.5,144,2.5,100,2025-01-14
Sam Merrill,points,under,fanduel,4.5,100,4.0,100,2025-01-14
T.J. McConnell,points,under,fanduel,10.5,-125,10.5,-108,2025-01-14
Bennedict Mathurin,assists,under,fanduel,2.5,-670,2.5,-112,2025-01-14
Caris LeVert,points,under,fanduel,7.5,-125,9.0,100,2025-01-14
Cason Wallace,points,under,fanduel,6.5,102,7.5,104,2025-01-14
Luguentz Dort,rebounds,under,fanduel,3.5,112,3.5,132,2025-01-14
Luguentz Dort,rebounds,under,betrivers,3.5,116,3.5,132,2025-01-14
Jalen Williams,rebounds,under,fanduel,4.5,112,5.5,-119,2025-01-14
Jalen Williams,rebounds,under,betrivers,5.5,-141,5.5,-119,2025-01-14
Luguentz Dort,points,under,fanduel,10.5,-118,10.5,-102,2025-01-14
Alex Caruso,points,over,fanduel,5.5,-114,5.5,100,2025-01-14
Isaiah Hartenstein,rebounds,over,fanduel,10.5,-136,11.5,109,2025-01-14
Isaiah Hartenstein,rebounds,over,betrivers,11.5,-106,11.5,109,2025-01-14
Jalen Williams,assists,over,fanduel,4.5,-136,4.5,-115,2025-01-14
Jalen Williams,assists,over,betrivers,4.5,-136,4.5,-115,2025-01-14
Shai Gilgeous-Alexander,rebounds,under,betrivers,5.5,-136,6.5,100,2025-01-14
Isaiah Hartenstein,assists,under,betrivers,3.5,-121,3.5,-103,2025-01-14
Isaiah Joe,points,over,fanduel,9.5,-130,9.0,100,2025-01-14
Jalen Williams,rebounds,over,fanduel,4.5,-148,5.5,119,2025-01-14
Jalen Williams,rebounds,over,betrivers,5.5,104,5.5,119,2025-01-14
Jalen Williams,points,over,fanduel,17.5,-106,17.5,108,2025-01-14
Isaiah Hartenstein,points,under,fanduel,8.5,-130,11.0,100,2025-01-14
Aaron Wiggins,points,under,fanduel,8.5,104,8.5,101,2025-01-14
Luguentz Dort,points,over,fanduel,10.5,-112,10.5,102,2025-01-14
Shai Gilgeous-Alexander,rebounds,over,betrivers,5.5,100,6.5,100,2025-01-14
Jalen Williams,assists,under,fanduel,4.5,102,4.5,115,2025-01-14
Jalen Williams,assists,under,betrivers,4.5,100,4.5,115,2025-01-14
Cason Wallace,rebounds,under,fanduel,3.5,-154,3.0,100,2025-01-14
Cason Wallace,rebounds,under,betrivers,3.5,-137,3.0,100,2025-01-14
Shai Gilgeous-Alexander,points,over,fanduel,32.5,-125,30.5,107,2025-01-14
Shai Gilgeous-Alexander,points,under,fanduel,32.5,-106,30.5,-107,2025-01-14
Isaiah Hartenstein,rebounds,under,fanduel,10.5,102,11.5,-109,2025-01-14
Isaiah Hartenstein,rebounds,under,betrivers,11.5,-129,11.5,-109,2025-01-14
Isaiah Hartenstein,assists,over,betrivers,3.5,-113,3.5,103,2025-01-14
Shai Gilgeous-Alexander,assists,under,fanduel,6.5,-110,6.5,104,2025-01-14
Shai Gilgeous-Alexander,assists,under,betrivers,5.5,-107,6.5,104,2025-01-14
Isaiah Hartenstein,points,over,fanduel,8.5,-102,11.0,100,2025-01-14
Luguentz Dort,rebounds,over,fanduel,3.5,-148,3.5,-132,2025-01-14
Luguentz Dort,rebounds,over,betrivers,3.5,-159,3.5,-132,2025-01-14
Shai Gilgeous-Alexander,assists,over,fanduel,6.5,-120,6.5,-104,2025-01-14
Shai Gilgeous-Alexander,assists,over,betrivers,5.5,-127,6.5,-104,2025-01-14
Cason Wallace,points,over,fanduel,6.5,-136,7.5,-104,2025-01-14
Cason Wallace,rebounds,over,fanduel,3.5,116,3.0,100,2025-01-14
Cason Wallace,rebounds,over,betrivers,3.5,100,3.0,100,2025-01-14
Isaiah Joe,points,under,fanduel,9.5,-102,9.0,100,2025-01-14
Jalen Williams,points,under,fanduel,17.5,-125,17.5,-108,2025-01-14
Alex Caruso,points,under,fanduel,5.5,-114,5.5,100,2025-01-14
Aaron Wiggins,points,over,fanduel,8.5,-138,8.5,-101,2025-01-14
Kevin Durant,assists,under,betrivers,4.5,115,4.5,154,2025-01-14
Kevin Durant,assists,under,fanduel,4.5,164,4.5,154,2025-01-14
Bradley Beal,assists,under,fanduel,2.5,-130,1.5,100,2025-01-14
Bradley Beal,assists,under,betrivers,3.5,-150,1.5,100,2025-01-14
Royce O'Neale,rebounds,under,fanduel,4.5,-114,4.5,104,2025-01-14
Grayson Allen,points,under,fanduel,6.5,-168,6.5,-142,2025-01-14
Vít Krejci,points,under,fanduel,12.5,-162,12.5,-137,2025-01-14
Trae Young,rebounds,under,betrivers,3.5,-162,4.5,-114,2025-01-14
Devin Booker,points,under,fanduel,31.5,110,30.5,-132,2025-01-14
Devin Booker,points,under,draftkings,33.5,-125,30.5,-132,2025-01-14
Devin Booker,points,under,espnbet,30.5,-165,30.5,-132,2025-01-14
Devin Booker,points,under,betrivers,26.5,-122,30.5,-132,2025-01-14
Royce O'Neale,points,over,fanduel,4.5,-130,7.5,-102,2025-01-14
Kevin Durant,assists,over,betrivers,4.5,-157,4.5,-154,2025-01-14
Kevin Durant,assists,over,fanduel,4.5,-225,4.5,-154,2025-01-14
Grayson Allen,points,over,fanduel,6.5,126,6.5,142,2025-01-14
Devin Booker,points,over,fanduel,31.5,-146,30.5,132,2025-01-14
Devin Booker,points,over,draftkings,33.5,-105,30.5,132,2025-01-14
Devin Booker,points,over,espnbet,30.5,115,30.5,132,2025-01-14
Devin Booker,points,over,betrivers,26.5,-112,30.5,132,2025-01-14
Bogdan Bogdanović,assists,under,fanduel,2.5,-130,2.5,-123,2025-01-14
Bogdan Bogdanović,assists,under,betrivers,2.5,-162,2.5,-123,2025-01-14
Clint Capela,points,under,betrivers,10.5,-127,10.5,-105,2025-01-14
Bogdan Bogdanović,points,under,betrivers,13.5,-121,13.5,-103,2025-01-14
Devin Booker,assists,under,betrivers,7.5,-137,8.5,100,2025-01-14
Devin Booker,assists,under,fanduel,5.5,-210,8.5,100,2025-01-14
Kevin Durant,points,under,fanduel,35.5,-146,32.0,100,2025-01-14
Kevin Durant,points,under,draftkings,34.5,-105,32.0,100,2025-01-14
Kevin Durant,points,under,espnbet,33.5,-165,32.0,100,2025-01-14
Kevin Durant,points,under,betrivers,28.5,-129,32.0,100,2025-01-14
Trae Young,rebounds,over,betrivers,3.5,120,4.5,114,2025-01-14
Zaccharie Risacher,points,over,betrivers,12.5,-107,12.5,107,2025-01-14
Bogdan Bogdanović,assists,over,fanduel,2.5,-102,2.5,123,2025-01-14
Bogdan Bogdanović,assists,over,betrivers,2.5,118,2.5,123,2025-01-14
Clint Capela,rebounds,over,betrivers,9.5,-127,9.5,-105,2025-01-14
Clint Capela,rebounds,over,fanduel,11.5,114,9.5,-105,2025-01-14
Bradley Beal,points,over,fanduel,14.5,-120,14.5,-104,2025-01-14
Bradley Beal,points,over,betrivers,16.5,-108,14.5,-104,2025-01-14
Trae Young,points,over,fanduel,39.5,-104,35.5,100,2025-01-14
Trae Young,points,over,draftkings,40.5,-145,35.5,100,2025-01-14
Trae Young,points,over,betrivers,25.5,-108,35.5,100,2025-01-14
Onyeka Okongwu,points,over,draftkings,21.5,130,14.5,102,2025-01-14
Onyeka Okongwu,points,over,fanduel,20.5,110,14.5,102,2025-01-14
Trae Young,assists,under,espnbet,6.5,-250,7.5,-214,2025-01-14
Trae Young,assists,under,betrivers,11.5,-118,7.5,-214,2025-01-14
Kevin Durant,points,over,fanduel,35.5,110,32.0,100,2025-01-14
Kevin Durant,points,over,draftkings,34.5,-125,32.0,100,2025-01-14
Kevin Durant,points,over,espnbet,33.5,115,32.0,100,2025-01-14
Kevin Durant,points,over,betrivers,28.5,-106,32.0,100,2025-01-14
Trae Young,points,under,fanduel,39.5,-128,35.5,100,2025-01-14
Trae Young,points,under,draftkings,40.5,114,35.5,100,2025-01-14
Trae Young,points,under,betrivers,25.5,-127,35.5,100,2025-01-14
Zaccharie Risacher,points,under,betrivers,12.5,-127,12.5,-107,2025-01-14
Bogdan Bogdanović,points,over,betrivers,13.5,-113,13.5,103,2025-01-14
Garrison Mathews,points,over,fanduel,16.5,174,9.5,100,2025-01-14
Royce O'Neale,rebounds,over,fanduel,4.5,-114,4.5,-104,2025-01-14
Clint Capela,points,over,betrivers,10.5,-108,10.5,105,2025-01-14
Royce O'Neale,points,under,fanduel,4.5,-102,7.5,102,2025-01-14
Zaccharie Risacher,rebounds,over,fanduel,4.5,-136,4.0,100,2025-01-14
Zaccharie Risacher,rebounds,over,betrivers,4.5,110,4.0,100,2025-01-14
Bradley Beal,assists,over,fanduel,2.5,-102,1.5,100,2025-01-14
Bradley Beal,assists,over,betrivers,3.5,110,1.5,100,2025-01-14
Trae Young,assists,over,espnbet,6.5,165,7.5,214,2025-01-14
Trae Young,assists,over,betrivers,11.5,-115,7.5,214,2025-01-14
Bradley Beal,rebounds,under,fanduel,4.5,120,1.5,100,2025-01-14
Bradley Beal,rebounds,under,betrivers,3.5,110,1.5,100,2025-01-14
Zaccharie Risacher,rebounds,under,fanduel,4.5,102,4.0,100,2025-01-14
Zaccharie Risacher,rebounds,under,betrivers,4.5,-150,4.0,100,2025-01-14
Bradley Beal,points,under,fanduel,14.5,-110,14.5,104,2025-01-14
Bradley Beal,points,under,betrivers,16.5,-127,14.5,104,2025-01-14
Garrison Mathews,points,under,fanduel,16.5,-240,9.5,100,2025-01-14
Devin Booker,assists,over,betrivers,7.5,100,8.5,100,2025-01-14
Devin Booker,assists,over,fanduel,5.5,154,8.5,100,2025-01-14
Onyeka Okongwu,points,under,draftkings,21.5,-166,14.5,-102,2025-01-14
Onyeka Okongwu,points,under,fanduel,20.5,-146,14.5,-102,2025-01-14
Clint Capela,rebounds,under,betrivers,9.5,-107,9.5,105,2025-01-14
Clint Capela,rebounds,under,fanduel,11.5,-152,9.5,105,2025-01-14
Vít Krejci,points,over,fanduel,12.5,122,12.5,137,2025-01-14
Bogdan Bogdanović,rebounds,under,fanduel,3.5,-158,3.5,-134,2025-01-14
Bogdan Bogdanović,rebounds,under,betrivers,2.5,125,3.5,-134,2025-01-14
Bradley Beal,rebounds,over,fanduel,4.5,-160,1.5,100,2025-01-14
Bradley Beal,rebounds,over,betrivers,3.5,-152,1.5,100,2025-01-14
Bogdan Bogdanović,rebounds,over,fanduel,3.5,118,3.5,134,2025-01-14
Bogdan Bogdanović,rebounds,over,betrivers,2.5,-175,3.5,134,2025-01-14
Devin Booker,rebounds,over,fanduel,3.5,138,4.5,119,2025-01-14
Devin Booker,rebounds,over,betrivers,4.5,104,4.5,119,2025-01-14
Grayson Allen,rebounds,over,fanduel,3.5,136,3.5,152,2025-01-14
Grayson Allen,rebounds,under,fanduel,3.5,-182,3.5,-152,2025-01-14
Devin Booker,rebounds,under,fanduel,3.5,-186,4.5,-119,2025-01-14
Devin Booker,rebounds,under,betrivers,4.5,-139,4.5,-119,2025-01-14
Kevin Durant,rebounds,under,betrivers,6.5,-127,6.5,-108,2025-01-14
Kevin Durant,rebounds,under,fanduel,7.5,102,6.5,-108,2025-01-14
Kevin Durant,rebounds,over,betrivers,6.5,-107,6.5,108,2025-01-14
Kevin Durant,rebounds,over,fanduel,7.5,-136,6.5,108,2025-01-14
Giannis Antetokounmpo,assists,over,fanduel,10.5,164,8.5,100,2025-01-14
Trey Lyles,rebounds,under,fanduel,5.5,-150,3.5,108,2025-01-14
Giannis Antetokounmpo,points,over,fanduel,34.5,-108,34.5,106,2025-01-14
Damian Lillard,assists,under,fanduel,7.5,-106,6.5,113,2025-01-14
Damian Lillard,rebounds,over,fanduel,3.5,104,2.5,100,2025-01-14
AJ Green,points,over,fanduel,7.5,-128,7.5,-104,2025-01-14
Domantas Sabonis,rebounds,over,fanduel,6.5,-166,9.5,-106,2025-01-14
Giannis Antetokounmpo,rebounds,under,fanduel,9.5,-130,10.5,-104,2025-01-14
Domantas Sabonis,points,over,fanduel,13.5,-132,13.5,-114,2025-01-14
Kevin Huerter,rebounds,under,fanduel,2.5,-122,2.5,101,2025-01-14
Damian Lillard,rebounds,under,fanduel,3.5,-138,2.5,100,2025-01-14
Keegan Murray,points,over,fanduel,10.5,-132,10.5,-114,2025-01-14
De'Aaron Fox,assists,over,fanduel,5.5,130,5.5,102,2025-01-14
Giannis Antetokounmpo,assists,under,fanduel,10.5,-225,8.5,100,2025-01-14
Domantas Sabonis,rebounds,under,fanduel,6.5,124,9.5,106,2025-01-14
Brook Lopez,rebounds,under,fanduel,3.5,118,4.5,-145,2025-01-14
De'Aaron Fox,points,under,fanduel,22.5,-104,24.5,100,2025-01-14
Keegan Murray,rebounds,over,fanduel,8.5,124,8.5,144,2025-01-14
De'Aaron Fox,rebounds,over,fanduel,10.5,-205,10.0,100,2025-01-14
Bobby Portis,points,over,fanduel,10.5,-112,10.5,102,2025-01-14
Damian Lillard,points,over,fanduel,19.5,-125,22.0,100,2025-01-14
Damian Lillard,points,under,fanduel,19.5,-106,22.0,100,2025-01-14
Giannis Antetokounmpo,rebounds,over,fanduel,9.5,-102,10.5,104,2025-01-14
Bobby Portis,points,under,fanduel,10.5,-118,10.5,-102,2025-01-14
Keegan Murray,points,under,fanduel,10.5,100,10.5,114,2025-01-14
De'Aaron Fox,rebounds,under,fanduel,10.5,152,10.0,100,2025-01-14
Trey Lyles,rebounds,over,fanduel,5.5,122,3.5,-108,2025-01-14
De'Aaron Fox,assists,under,fanduel,5.5,-174,5.5,-102,2025-01-14
Brook Lopez,rebounds,over,fanduel,3.5,-158,4.5,145,2025-01-14
Trey Lyles,points,under,fanduel,7.5,100,7.5,110,2025-01-14
Brook Lopez,points,over,fanduel,16.5,118,14.5,-113,2025-01-14
Trey Lyles,points,over,fanduel,7.5,-122,7.5,-110,2025-01-14
Kevin Huerter,rebounds,over,fanduel,2.5,100,2.5,-101,2025-01-14
Bobby Portis,rebounds,over,fanduel,10.5,-158,9.5,-104,2025-01-14
Brook Lopez,points,under,fanduel,16.5,-158,14.5,113,2025-01-14
AJ Green,points,under,fanduel,7.5,104,7.5,104,2025-01-14
Domantas Sabonis,assists,under,fanduel,8.5,-122,8.5,-106,2025-01-14
Domantas Sabonis,points,under,fanduel,13.5,100,13.5,114,2025-01-14
Keegan Murray,rebounds,under,fanduel,8.5,-166,8.5,-144,2025-01-14
Damian Lillard,assists,over,fanduel,7.5,-125,6.5,-113,2025-01-14
Bobby Portis,rebounds,under,fanduel,10.5,118,9.5,104,2025-01-14
Giannis Antetokounmpo,points,under,fanduel,34.5,-122,34.5,-106,2025-01-14
De'Aaron Fox,points,over,fanduel,22.5,-128,24.5,100,2025-01-14
Domantas Sabonis,assists,over,fanduel,8.5,-108,8.5,106,2025-01-14
Dejounte Murray,points,under,fanduel,16.5,-112,16.5,-107,2025-01-14
Jalen Smith,points,over,fanduel,8.5,-158,8.5,-113,2025-01-14
Nikola Vucevic,points,under,fanduel,21.5,144,22.5,-152,2025-01-14
Zach LaVine,assists,under,fanduel,5.5,-180,5.5,-150,2025-01-14
Jalen Smith,points,under,fanduel,8.5,118,8.5,113,2025-01-14
Coby White,rebounds,under,fanduel,2.5,-210,2.5,-172,2025-01-14
Zach LaVine,assists,over,fanduel,5.5,134,5.5,150,2025-01-14
Zach LaVine,points,over,espnbet,19.5,100,21.5,100,2025-01-14
Zach LaVine,points,over,fanduel,19.5,130,21.5,100,2025-01-14
Josh Giddey,assists,under,fanduel,10.5,-132,10.5,-114,2025-01-14
CJ McCollum,points,over,espnbet,10.5,100,10.5,118,2025-01-14
CJ McCollum,points,over,fanduel,9.5,-128,10.5,118,2025-01-14
Nikola Vucevic,assists,over,fanduel,2.5,130,2.5,146,2025-01-14
Coby White,assists,over,fanduel,3.5,-112,3.5,110,2025-01-14
Josh Giddey,points,under,fanduel,7.5,-220,14.5,-102,2025-01-14
Zion Williamson,points,over,fanduel,19.5,140,18.0,100,2025-01-14
CJ McCollum,rebounds,over,fanduel,3.5,146,1.5,100,2025-01-14
Jalen Smith,rebounds,over,fanduel,2.5,130,7.0,100,2025-01-14
CJ McCollum,assists,over,fanduel,5.5,174,5.5,190,2025-01-14
Trey Murphy III,rebounds,under,fanduel,5.5,-130,4.5,-129,2025-01-14
Trey Murphy III,points,under,fanduel,28.5,-240,30.5,126,2025-01-14
CJ McCollum,assists,under,fanduel,5.5,-240,5.5,-190,2025-01-14
Lonzo Ball,points,over,fanduel,11.5,235,8.0,100,2025-01-14
Dejounte Murray,rebounds,over,fanduel,6.5,-102,5.5,100,2025-01-14
Coby White,assists,under,fanduel,3.5,-118,3.5,-110,2025-01-14
CJ McCollum,points,under,espnbet,10.5,-140,10.5,-118,2025-01-14
CJ McCollum,points,under,fanduel,9.5,-104,10.5,-118,2025-01-14
Jordan Hawkins,points,over,fanduel,7.5,198,7.5,219,2025-01-14
Coby White,points,over,fanduel,17.5,110,15.5,104,2025-01-14
Lonzo Ball,points,under,fanduel,11.5,-340,8.0,100,2025-01-14
Zion Williamson,rebounds,over,fanduel,7.5,154,5.5,-106,2025-01-14
Zach LaVine,rebounds,over,fanduel,6.5,128,6.5,144,2025-01-14
Trey Murphy III,points,over,fanduel,28.5,174,30.5,-126,2025-01-14
Coby White,rebounds,over,fanduel,2.5,154,2.5,172,2025-01-14
Nikola Vucevic,points,over,fanduel,21.5,-194,22.5,152,2025-01-14
Jose Alvarado,points,over,fanduel,0.5,122,0.5,137,2025-01-14
Zion Williamson,rebounds,under,fanduel,7.5,-210,5.5,106,2025-01-14
Dejounte Murray,assists,under,fanduel,5.5,106,7.5,100,2025-01-14
Zach LaVine,rebounds,under,fanduel,6.5,-172,6.5,-144,2025-01-14
Josh Giddey,points,over,fanduel,7.5,162,14.5,102,2025-01-14
Dejounte Murray,points,over,fanduel,16.5,-118,16.5,107,2025-01-14
Nikola Vucevic,rebounds,under,espnbet,14.5,-170,13.5,-106,2025-01-14
Patrick Williams,points,under,fanduel,10.5,-168,10.5,-142,2025-01-14
Patrick Williams,rebounds,over,fanduel,3.5,-128,3.5,-110,2025-01-14
Jordan Hawkins,points,under,fanduel,7.5,-275,7.5,-219,2025-01-14
Zion Williamson,assists,over,fanduel,9.5,200,9.5,221,2025-01-14
Josh Giddey,rebounds,under,fanduel,10.5,-114,9.0,100,2025-01-14
CJ McCollum,rebounds,under,fanduel,3.5,-198,1.5,100,2025-01-14
Josh Giddey,assists,over,fanduel,10.5,100,10.5,114,2025-01-14
Dejounte Murray,assists,over,fanduel,5.5,-140,7.5,100,2025-01-14
Nikola Vucevic,rebounds,over,espnbet,14.5,120,13.5,106,2025-01-14
Jalen Smith,rebounds,under,fanduel,2.5,-174,7.0,100,2025-01-14
Trey Murphy III,assists,over,draftkings,5.5,245,5.5,270,2025-01-14
Zion Williamson,assists,under,fanduel,9.5,-280,9.5,-221,2025-01-14
Josh Giddey,rebounds,over,fanduel,10.5,-114,9.0,100,2025-01-14
Zion Williamson,points,under,fanduel,19.5,-188,18.0,100,2025-01-14
Jose Alvarado,points,under,fanduel,0.5,-162,0.5,-137,2025-01-14
Dejounte Murray,rebounds,under,fanduel,6.5,-130,5.5,100,2025-01-14
Patrick Williams,points,over,fanduel,10.5,126,10.5,142,2025-01-14
Nikola Vucevic,assists,under,fanduel,2.5,-174,2.5,-146,2025-01-14
Coby White,points,under,fanduel,17.5,-146,15.5,-104,2025-01-14
Patrick Williams,rebounds,under,fanduel,3.5,-104,3.5,110,2025-01-14
Zach LaVine,points,under,espnbet,19.5,-140,21.5,100,2025-01-14
Zach LaVine,points,under,fanduel,19.5,-174,21.5,100,2025-01-14
Trey Murphy III,rebounds,over,fanduel,5.5,-102,4.5,129,2025-01-14
Daniel Gafford,rebounds,over,fanduel,4.5,102,4.5,134,2025-01-14
Klay Thompson,assists,over,betrivers,2.5,118,2.5,135,2025-01-14
Kyrie Irving,rebounds,over,betrivers,3.5,-150,4.5,100,2025-01-14
Kyrie Irving,rebounds,over,fanduel,5.5,102,4.5,100,2025-01-14
Christian Braun,rebounds,under,fanduel,3.5,-110,3.5,105,2025-01-14
Christian Braun,rebounds,under,betrivers,3.5,-110,3.5,105,2025-01-14
Klay Thompson,assists,under,betrivers,2.5,-162,2.5,-135,2025-01-14
Nikola Jokić,rebounds,over,betrivers,13.5,-106,13.5,109,2025-01-14
Jamal Murray,points,under,fanduel,42.5,-132,28.0,100,2025-01-14
Peyton Watson,rebounds,over,fanduel,3.5,-112,3.5,103,2025-01-14
Kyrie Irving,assists,under,fanduel,2.5,-166,7.0,100,2025-01-14
Kyrie Irving,assists,under,betrivers,5.5,-157,7.0,100,2025-01-14
Nikola Jokić,rebounds,under,betrivers,13.5,-129,13.5,-109,2025-01-14
P.J. Washington Jr.,rebounds,over,fanduel,7.5,-114,7.0,100,2025-01-14
P.J. Washington Jr.,rebounds,over,betrivers,7.5,116,7.0,100,2025-01-14
Jamal Murray,assists,under,betrivers,5.5,-148,5.5,-124,2025-01-14
Jamal Murray,rebounds,under,fanduel,3.5,-136,3.5,-118,2025-01-14
Jamal Murray,rebounds,under,betrivers,3.5,-141,3.5,-118,2025-01-14
Klay Thompson,rebounds,over,fanduel,3.5,130,3.5,143,2025-01-14
Dereck Lively II,rebounds,under,betrivers,8.5,100,8.0,100,2025-01-14
Dereck Lively II,rebounds,under,fanduel,6.5,-112,8.0,100,2025-01-14
Daniel Gafford,points,over,fanduel,12.5,106,7.5,103,2025-01-14
P.J. Washington Jr.,rebounds,under,fanduel,7.5,-114,7.0,100,2025-01-14
P.J. Washington Jr.,rebounds,under,betrivers,7.5,-157,7.0,100,2025-01-14
Kyrie Irving,assists,over,fanduel,2.5,124,7.0,100,2025-01-14
Kyrie Irving,assists,over,betrivers,5.5,114,7.0,100,2025-01-14
Jamal Murray,points,over,fanduel,42.5,100,28.0,100,2025-01-14
Quentin Grimes,points,over,fanduel,10.5,106,9.5,-103,2025-01-14
Naji Marshall,rebounds,over,fanduel,4.5,110,4.0,100,2025-01-14
Naji Marshall,rebounds,over,betrivers,4.5,102,4.0,100,2025-01-14
Dereck Lively II,points,over,fanduel,10.5,-138,8.5,100,2025-01-14
Naji Marshall,assists,over,betrivers,3.5,130,2.5,-107,2025-01-14
Nikola Jokić,assists,over,betrivers,9.5,-110,9.5,106,2025-01-14
Peyton Watson,rebounds,under,fanduel,3.5,-118,3.5,-103,2025-01-14
Dereck Lively II,points,under,fanduel,10.5,104,8.5,100,2025-01-14
Naji Marshall,points,over,fanduel,6.5,104,19.5,100,2025-01-14
Daniel Gafford,points,under,fanduel,12.5,-140,7.5,-103,2025-01-14
Naji Marshall,rebounds,under,fanduel,4.5,-146,4.0,100,2025-01-14
Naji Marshall,rebounds,under,betrivers,4.5,-137,4.0,100,2025-01-14
Nikola Jokić,assists,under,betrivers,9.5,-124,9.5,-106,2025-01-14
Jamal Murray,assists,over,betrivers,5.5,108,5.5,124,2025-01-14
Kyrie Irving,rebounds,under,betrivers,3.5,110,4.5,100,2025-01-14
Kyrie Irving,rebounds,under,fanduel,5.5,-136,4.5,100,2025-01-14
Quentin Grimes,points,under,fanduel,10.5,-140,9.5,103,2025-01-14
Naji Marshall,points,under,fanduel,6.5,-138,19.5,100,2025-01-14
Klay Thompson,rebounds,under,fanduel,3.5,-174,3.5,-143,2025-01-14
Jamal Murray,rebounds,over,fanduel,3.5,102,3.5,118,2025-01-14
Jamal Murray,rebounds,over,betrivers,3.5,105,3.5,118,2025-01-14
Naji Marshall,assists,under,betrivers,3.5,-180,2.5,107,2025-01-14
Daniel Gafford,rebounds,under,fanduel,4.5,-136,4.5,-134,2025-01-14
Dereck Lively II,rebounds,over,betrivers,8.5,-136,8.0,100,2025-01-14
Dereck Lively II,rebounds,over,fanduel,6.5,-118,8.0,100,2025-01-14
Christian Braun,rebounds,over,fanduel,3.5,-118,3.5,-105,2025-01-14
Christian Braun,rebounds,over,betrivers,3.5,-124,3.5,-105,2025-01-14
Dereck Lively II,assists,over,fanduel,2.5,118,2.5,-139,2025-01-14
