,BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS
0,FanDuel,player_points,Alex Caruso,Over,9.5,-112
1,FanDuel,player_points,Alex Caruso,Under,9.5,-118
2,FanDuel,player_points,Isaiah Hartenstein,Over,5.5,-132
3,FanDuel,player_points,Isaiah Hartenstein,Under,5.5,100
4,FanDuel,player_points,Obi Toppin,Over,9.5,-104
5,FanDuel,player_points,Obi Toppin,Under,9.5,-128
6,FanDuel,player_points,T.J. McConnell,Over,7.5,102
7,FanDuel,player_points,T.J. McConnell,Under,7.5,-136
8,FanDuel,player_points,Chet Holmgren,Over,15.5,-106
9,FanDuel,player_points,Chet Holmgren,Under,15.5,-125
10,FanDuel,player_points,Jalen Williams,Over,21.5,-108
11,FanDuel,player_points,Jalen Williams,Under,21.5,-122
12,FanDuel,player_points,Pascal Siakam,Over,19.5,-118
13,FanDuel,player_points,Pascal Siakam,Under,19.5,-114
14,FanDuel,player_points,Andrew Nembhard,Over,10.5,-110
15,FanDuel,player_points,Andrew Nembhard,Under,10.5,-120
16,FanDuel,player_points,Tyrese Haliburton,Over,18.5,-104
17,FanDuel,player_points,Tyrese Haliburton,Under,18.5,-128
18,FanDuel,player_points,Aaron Nesmith,Over,11.5,-118
19,FanDuel,player_points,Aaron Nesmith,Under,11.5,-112
20,FanDuel,player_points,Shai Gilgeous-Alexander,Over,33.5,-128
21,FanDuel,player_points,Shai Gilgeous-Alexander,Under,33.5,-104
22,FanDuel,player_points,Cason Wallace,Over,5.5,-120
23,FanDuel,player_points,Cason Wallace,Under,5.5,-110
24,FanDuel,player_points,Luguentz Dort,Over,8.5,-106
25,FanDuel,player_points,Luguentz Dort,Under,8.5,-122
26,FanDuel,player_points,Bennedict Mathurin,Over,10.5,-112
27,FanDuel,player_points,Bennedict Mathurin,Under,10.5,-118
28,FanDuel,player_points,Myles Turner,Over,13.5,-120
29,FanDuel,player_points,Myles Turner,Under,13.5,-110
30,DraftKings,player_points,Shai Gilgeous-Alexander,Over,33.5,-120
31,DraftKings,player_points,Shai Gilgeous-Alexander,Under,33.5,-110
32,DraftKings,player_points,Jalen Williams,Over,21.5,-115
33,DraftKings,player_points,Jalen Williams,Under,21.5,-115
34,DraftKings,player_points,Pascal Siakam,Over,19.5,-120
