,BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS
0,DraftKings,player_points,Shai Gilgeous-Alexander,Over,34.5,-115
1,DraftKings,player_points,Shai Gilgeous-Alexander,Under,34.5,-115
2,DraftKings,player_points,Jalen Williams,Over,22.5,-110
3,DraftKings,player_points,Jalen Williams,Under,22.5,-120
4,DraftKings,player_points,Pascal Siakam,Over,19.5,-110
5,DraftKings,player_points,Pascal Siakam,Under,19.5,-120
6,DraftKings,player_points,Tyrese Haliburton,Over,16.5,-125
7,DraftKings,player_points,Tyrese Haliburton,Under,16.5,-105
8,DraftKings,player_points,Chet Holmgren,Over,15.5,-105
9,DraftKings,player_points,Chet Holmgren,Under,15.5,-125
10,DraftKings,player_points,Myles Turner,Over,13.5,-110
11,DraftKings,player_points,Myles Turner,Under,13.5,-120
12,DraftKings,player_points,Aaron Nesmith,Over,10.5,-125
13,DraftKings,player_points,Aaron Nesmith,Under,10.5,-105
14,DraftKings,player_points,Andrew Nembhard,Over,10.5,-115
15,DraftKings,player_points,Andrew Nembhard,Under,10.5,-115
16,DraftKings,player_points,Obi Toppin,Over,10.5,-110
17,DraftKings,player_points,Obi Toppin,Under,10.5,-120
18,DraftKings,player_points,Alex Caruso,Over,10.5,100
19,DraftKings,player_points,Alex Caruso,Under,10.5,-130
20,DraftKings,player_points,Bennedict Mathurin,Over,8.5,-120
21,DraftKings,player_points,Bennedict Mathurin,Under,8.5,-110
22,DraftKings,player_points,Luguentz Dort,Over,8.5,-110
23,DraftKings,player_points,Luguentz Dort,Under,8.5,-120
24,DraftKings,player_points,T.J. McConnell,Over,6.5,-125
25,DraftKings,player_points,T.J. McConnell,Under,6.5,-105
26,DraftKings,player_points,Isaiah Hartenstein,Over,6.5,110
27,DraftKings,player_points,Isaiah Hartenstein,Under,6.5,-140
28,DraftKings,player_points,Aaron Wiggins,Over,5.5,100
29,DraftKings,player_points,Aaron Wiggins,Under,5.5,-130
30,DraftKings,player_points,Cason Wallace,Over,5.5,100
31,DraftKings,player_points,Cason Wallace,Under,5.5,-130
32,DraftKings,player_points,Ben Sheppard,Over,2.5,100
33,DraftKings,player_points,Ben Sheppard,Under,2.5,-130
34,FanDuel,player_points,Andrew Nembhard,Over,10.5,-104
35,FanDuel,player_points,Andrew Nembhard,Under,10.5,-128
36,FanDuel,player_points,Aaron Wiggins,Over,5.5,-102
37,FanDuel,player_points,Aaron Wiggins,Under,5.5,-130
38,FanDuel,player_points,Shai Gilgeous-Alexander,Over,34.5,-106
39,FanDuel,player_points,Shai Gilgeous-Alexander,Under,34.5,-125
40,FanDuel,player_points,Jalen Williams,Over,22.5,-108
41,FanDuel,player_points,Jalen Williams,Under,22.5,-122
42,FanDuel,player_points,Alex Caruso,Over,10.5,-102
43,FanDuel,player_points,Alex Caruso,Under,10.5,-130
44,FanDuel,player_points,Tyrese Haliburton,Over,16.5,-118
45,FanDuel,player_points,Tyrese Haliburton,Under,16.5,-112
46,FanDuel,player_points,Pascal Siakam,Over,19.5,102
47,FanDuel,player_points,Pascal Siakam,Under,19.5,-136
48,FanDuel,player_points,Bennedict Mathurin,Over,8.5,-125
49,FanDuel,player_points,Bennedict Mathurin,Under,8.5,-106
50,FanDuel,player_points,Chet Holmgren,Over,15.5,-104
51,FanDuel,player_points,Chet Holmgren,Under,15.5,-128
52,FanDuel,player_points,Aaron Nesmith,Over,10.5,-132
53,FanDuel,player_points,Aaron Nesmith,Under,10.5,100
54,FanDuel,player_points,Myles Turner,Over,13.5,-106
55,FanDuel,player_points,Myles Turner,Under,13.5,-125
56,FanDuel,player_points,Obi Toppin,Over,10.5,102
57,FanDuel,player_points,Obi Toppin,Under,10.5,-136
58,FanDuel,player_points,Luguentz Dort,Over,8.5,-108
59,FanDuel,player_points,Luguentz Dort,Under,8.5,-122
60,FanDuel,player_points,Cason Wallace,Over,5.5,102
61,FanDuel,player_points,Cason Wallace,Under,5.5,-136
