,BOOKMAKER,CATEGORY,NAME,OVER/UNDER,LINE,ODDS
0,PrizePicks,player_points,Myles Turner,Over,14.5,-137
1,PrizePicks,player_points,Myles Turner,Under,14.5,-137
2,PrizePicks,player_points,T.J. McConnell,Over,7.0,-137
3,PrizePicks,player_points,T.J. McConnell,Under,7.0,-137
4,PrizePicks,player_points,Luguentz Dort,Over,8.0,-137
5,PrizePicks,player_points,Luguentz Dort,Under,8.0,-137
6,PrizePicks,player_points,Aaron Wiggins,Over,6.0,-137
7,PrizePicks,player_points,Aaron Wiggins,Under,6.0,-137
8,PrizePicks,player_points,Jalen Williams,Over,21.0,-137
9,PrizePicks,player_points,Jalen Williams,Under,21.0,-137
10,PrizePicks,player_points,Andrew Nembhard,Over,11.5,-137
11,PrizePicks,player_points,Andrew Nembhard,Under,11.5,-137
12,PrizePicks,player_points,Aaron Nesmith,Over,12.5,-137
13,PrizePicks,player_points,Aaron Nesmith,Under,12.5,-137
14,PrizePicks,player_points,Bennedict Mathurin,Over,8.5,-137
15,PrizePicks,player_points,Bennedict Mathurin,Under,8.5,-137
16,PrizePicks,player_points,Chet Holmgren,Over,14.5,-137
17,PrizePicks,player_points,Chet Holmgren,Under,14.5,-137
18,PrizePicks,player_points,Obi Toppin,Over,9.5,-137
19,PrizePicks,player_points,Obi Toppin,Under,9.5,-137
20,PrizePicks,player_points,Ben Sheppard,Over,2.5,-137
21,PrizePicks,player_points,Ben Sheppard,Under,2.5,-137
22,PrizePicks,player_points,Cason Wallace,Over,6.0,-137
23,PrizePicks,player_points,Cason Wallace,Under,6.0,-137
24,PrizePicks,player_points,Pascal Siakam,Over,19.5,-137
25,PrizePicks,player_points,Pascal Siakam,Under,19.5,-137
26,PrizePicks,player_points,Tyrese Haliburton,Over,17.5,-137
27,PrizePicks,player_points,Tyrese Haliburton,Under,17.5,-137
28,PrizePicks,player_points,Shai Gilgeous-Alexander,Over,34.0,-137
29,PrizePicks,player_points,Shai Gilgeous-Alexander,Under,34.0,-137
30,PrizePicks,player_points,Alex Caruso,Over,9.5,-137
31,PrizePicks,player_points,Alex Caruso,Under,9.5,-137
32,PrizePicks,player_points,Isaiah Hartenstein,Over,7.0,-137
33,PrizePicks,player_points,Isaiah Hartenstein,Under,7.0,-137
34,DraftKings Pick6,player_points,Cason Wallace,Over,6.5,-137
35,DraftKings Pick6,player_points,Cason Wallace,Under,6.5,-137
36,DraftKings Pick6,player_points,Luguentz Dort,Over,7.5,-137
37,DraftKings Pick6,player_points,Luguentz Dort,Under,7.5,-137
38,DraftKings Pick6,player_points,Jalen Williams,Over,21.5,-137
39,DraftKings Pick6,player_points,Jalen Williams,Under,21.5,-137
40,DraftKings Pick6,player_points,Aaron Nesmith,Over,12.5,-137
41,DraftKings Pick6,player_points,Aaron Nesmith,Under,12.5,-137
42,DraftKings Pick6,player_points,Thomas Bryant,Over,2.5,-137
43,DraftKings Pick6,player_points,Thomas Bryant,Under,2.5,-137
44,DraftKings Pick6,player_points,Obi Toppin,Over,9.5,-137
45,DraftKings Pick6,player_points,Obi Toppin,Under,9.5,-137
46,DraftKings Pick6,player_points,Tyrese Haliburton,Over,17.5,-137
47,DraftKings Pick6,player_points,Tyrese Haliburton,Under,17.5,-137
48,DraftKings Pick6,player_points,Ben Sheppard,Over,2.5,-137
49,DraftKings Pick6,player_points,Ben Sheppard,Under,2.5,-137
50,DraftKings Pick6,player_points,Chet Holmgren,Over,14.5,-137
51,DraftKings Pick6,player_points,Chet Holmgren,Under,14.5,-137
52,DraftKings Pick6,player_points,Shai Gilgeous-Alexander,Over,33.5,-137
53,DraftKings Pick6,player_points,Shai Gilgeous-Alexander,Under,33.5,-137
54,DraftKings Pick6,player_points,Aaron Wiggins,Over,6.5,-137
55,DraftKings Pick6,player_points,Aaron Wiggins,Under,6.5,-137
56,DraftKings Pick6,player_points,Andrew Nembhard,Over,11.5,-137
57,DraftKings Pick6,player_points,Andrew Nembhard,Under,11.5,-137
58,DraftKings Pick6,player_points,T.J. McConnell,Over,6.5,-137
59,DraftKings Pick6,player_points,T.J. McConnell,Under,6.5,-137
60,DraftKings Pick6,player_points,Isaiah Hartenstein,Over,6.5,-137
61,DraftKings Pick6,player_points,Isaiah Hartenstein,Under,6.5,-137
62,DraftKings Pick6,player_points,Alex Caruso,Over,9.5,-137
63,DraftKings Pick6,player_points,Alex Caruso,Under,9.5,-137
64,DraftKings Pick6,player_points,Pascal Siakam,Over,19.5,-137
65,DraftKings Pick6,player_points,Pascal Siakam,Under,19.5,-137
66,DraftKings Pick6,player_points,Bennedict Mathurin,Over,8.5,-137
67,DraftKings Pick6,player_points,Bennedict Mathurin,Under,8.5,-137
68,DraftKings Pick6,player_points,Myles Turner,Over,14.5,-137
69,DraftKings Pick6,player_points,Myles Turner,Under,14.5,-137
70,DraftKings Pick6,player_points,Pascal Siakam,Over,16.5,-137
71,Underdog,player_points,Shai Gilgeous-Alexander,Over,33.5,-137
72,Underdog,player_points,Shai Gilgeous-Alexander,Under,33.5,-137
73,Underdog,player_points,Tyrese Haliburton,Over,17.5,-137
74,Underdog,player_points,Tyrese Haliburton,Under,17.5,-137
75,Underdog,player_points,Pascal Siakam,Over,19.5,-137
76,Underdog,player_points,Pascal Siakam,Under,19.5,-137
77,Underdog,player_points,Chet Holmgren,Over,14.5,-137
78,Underdog,player_points,Chet Holmgren,Under,14.5,-137
79,Underdog,player_points,Myles Turner,Over,14.5,-137
80,Underdog,player_points,Myles Turner,Under,14.5,-137
81,Underdog,player_points,Jalen Williams,Over,20.5,-137
82,Underdog,player_points,Jalen Williams,Under,20.5,-137
